source,material_grade,material_specification,thickness_mm,width_mm,length_mm,weight_kg,material_cluster,silicon_content,manganese_content,phosphorus_content,sulfur_content,chromium_content,nickel_content,molybdenum_content,vanadium_content,copper_content,niobium_content,titanium_content,aluminum_content,boron_content,yield_strength,tensile_strength,elongation,product_type,order_id,site,material_name,material_number,material_quality_norm,defect_notes,nominal_thickness_mm,inco_term,min/max_bid_eur_per_ton,valid_until
supplier_2,Unknown,Unknown,0.2667783565006801,0.8784722222222222,0.3830913069425106,0.1142920946851273,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.0109204368175142,1 company gmbh,CR5,0.4873859878196374,VDA 239-100,CR5GI40/40-U Z 90 MB OL  / D2A TSU,0.0017560804284836237,FKA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8703703703703703,0.3830913069425106,0.15091558731576596,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.037441497659983725,1 company gmbh,CR210BH,0.4873859878196374,VDA 239-100,CR210BHGI40/40-U Z 90 MB OL  / D2A VSY,0.010624286592325935,FKA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8599537037037036,0.3830913069425106,0.06337650736936132,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.01404056162255074,1 company gmbh,CR180BH,0.4873859878196374,VDA 239-100,CR180BHGI50/50-E Z 105 MC OL  /  SAO,0.0019316884713319882,FKA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.704861111111111,0.3830913069425106,0.10535953550692273,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.004680187207554809,1 company gmbh,CR3,0.4873859878196374,VDA 239-100,CR3GI60/60-U Z 125 MB OL  / D2A OZE,0.0,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.7164351851851852,0.3830913069425106,0.07498883430102725,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.028081123244987793,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 80 MB OL  / D2A SAO,0.00790236192817631,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.9594907407407406,0.3830913069425106,0.1335417597141581,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.017160686427473593,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,CR4GI40/40-U Z 90 MB OL  / D2A SAO,0.006234085521116865,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.9155092592592592,0.3830913069425106,0.0513622152746762,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,Unknown,0.02340093603754667,1 company gmbh,Unknown,0.4873859878196374,Unknown,CR240LAGI40/40-U Z 90 MB  / D2A RUZ,0.007024321713934495,Unknown,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8969907407407406,0.3830913069425106,0.0968736042876284,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.032761310452428916,1 company gmbh,CR5,0.4873859878196374,VDA 239-100,CR5GI50/50-E Z 105 MC NIT OL  / D2A VZC,0.010536482570901742,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.12962962962962965,0.3830913069425106,0.12192943278249219,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.024960998439951254,1 company gmbh,DX51D,0.16305290546400641,Unknown,Unknown,0.00763894986390376,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.6585648148148148,0.3830913069425106,0.11563197856185797,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.009360374414995931,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,Unknown,0.0017560804284836237,FKA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.11805555555555547,0.3830913069425106,0.0884323358642251,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.046801872074979656,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,CR4 GI40/40-U  / D2A UTZ,0.041092282026516824,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8113425925925924,0.3830913069425106,0.2304153640017865,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,Unknown,0.006240249610073079,1 company gmbh,DX53D,0.2749349522983522,DIN EN 10346,DX53D+ZF100RB  / D2A KS,0.0014048643427869018,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8229166666666666,0.3830913069425106,0.10982581509602501,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.029641185647506063,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,CR4GI40/40-U Z 90 MB OL  / D2A DSH,0.008868206163842304,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.7523148148148148,0.3830913069425106,0.014738722644037514,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.05304212168493905,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR210BHGI75/75-E Z 160 MC  / D3A DGN,0.0019316884713319882,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.7164351851851852,0.3830913069425106,0.06918267083519428,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.026521060842469524,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 80 MB OL  / D2A SAO,0.00790236192817631,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.06828703703703709,0.3830913069425106,0.0933452434122376,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COILS_STRIP,0.039001560062501994,1 company gmbh,CR180BH,0.4873859878196374,Unknown,CR180BHGI50/50-U Z 100 MB  / D2A SUN,0.014838879620686626,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.701388888888889,0.3830913069425106,0.0986601161232693,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.020280811232510132,1 company gmbh,CR5,0.4873859878196374,VDA 239-100,CR5GI40/40-U Z 90 MB OL  / D2A SAO,0.00640969356396523,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.36805555555555547,0.3830913069425106,0.22594908441268421,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,Unknown,0.0,1 company gmbh,DIVERSE,0.4873859878196374,-,phs-uncoated 1500 CR  / D2A KS,0.13776450961454034,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.5439814814814815,0.3830913069425106,0.501965163019205,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.05460218408745732,1 company gmbh,HC180B,0.30962705984388705,DIN EN 10268,Unknown,0.004917025199754142,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.7395833333333334,0.3830913069425106,0.1129522108083966,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COILS_STRIP,0.034321372854947185,1 company gmbh,CR5,0.4873859878196374,VDA 239-100,CR5GI50/50-E Z 110 MC NIT OL  / D2A REQ,0.010536482570901742,Unknown,0.2307692307692304,21/02/2025 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.6631944444444443,0.3830913069425106,0.1723537293434569,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.9547581903276523,1 company gmbh,Unknown,0.7241977450130097,Unknown,DC06  / D2A ZUB,0.014048643427869004,FCA,0.6153846153846154,2025-02-20 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.8067129629629629,0.5656455142231949,0.06118803037070121,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,SHEET,0.9984399375975954,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A EID,0.9850733163578893,FCA,0.45169230769230806,2025-02-20 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.7175925925925924,0.3830913069425106,0.10893255917820455,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,COIL_STRIP,0.246489859594476,1 company gmbh,CR180BH,0.4873859878196374,VDA 239-100,CR180BHZM40/40-E ZM 90 MC OL  / D2A VMB,0.006321889542541051,FCA,0.0,2025-02-20 16:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.804398148148148,0.29102844638949676,0.12594908441268424,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,SHET,0.7815912636506255,1 company gmbh,Unknown,0.006071118820468513,DIN EN 10025,Unknown,0.9981561155500922,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,Unknown,Unknown,0.2667783565006801,0.513888888888889,0.15426695842450777,0.0,Unknown,0.1299780701754386,0.618581599888315,0.20834714480874314,0.1479757085020243,0.31889325127334456,0.08356341673856774,0.3517206477732794,0.08498416666666667,0.366985294117647,0.06832124999999999,0.030399479166666667,0.6000957854406133,0.23930208333333336,0.2307625,0.1774688180827887,0.13883333333333334,Unknown,0.6177847113884809,1 company gmbh,S23SJR,0.0,DIN EN 10025,Unknown,0.2623584160154535,FCA,0.46153846153846123,2025-02-21 11:00
